"user_id","game_name","payment_date","revenue_amount_usd"
"2KL9Q4TKLCcD4cngwhx6Dg==",game 3,2022-10-07,16.44
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-09-19,18.24
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-09-02,14.67
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-05-22,23.7
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-11-06,40.68
LO9NuZYI6zP2HXEBAS4wpw==,game 3,2022-12-06,17.34
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-08-12,25.44
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-08-24,55.08
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-05,16.98
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-09-01,19.74
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-07-21,20.79
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-08-29,21.12
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-10-25,17.37
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,2022-03-01,15.06
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-04-22,31.35
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-10-22,16.35
L3waZ4UDUTOCMfVcL29lGQ==,game 3,2022-12-15,17.19
"4oH5e29koOH9zNYW8Kwcsg==",game 3,2022-05-17,12.99
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-11-02,12.81
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-11-21,16.35
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-10-06,37.44
LO9NuZYI6zP2HXEBAS4wpw==,game 3,2022-11-17,21.45
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-08-28,16.23
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-05-02,26.19
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-06-17,27.87
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-10-15,26.19
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-08,25.23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-04-14,12.09
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-10-31,21.39
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-03-09,17.46
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-10-02,23.88
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-24,20.1
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-03,25.08
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,2022-04-20,17.49
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-06-30,23.46
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-06-09,30.42
wRHnn4opzbqIBjFFNpBJtw==,game 3,2022-11-06,13.68
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-08-31,21.12
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-19,16.92
H2Tik+BqoLgAQX4uSw/8vA==,game 3,2022-06-30,16.41
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-12-10,26.31
crKNTIblJ0113SKEtSJQHw==,game 3,2022-05-17,20.16
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-08-21,12.18
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-08-03,16.77
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-11-27,14.07
"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,2022-09-23,18.99
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-06-24,13.41
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-10-27,22.65
k+mv8oxK5y+607GU9LGO+A==,game 3,2022-10-10,18.78
BH4aptg763J0WNnw0OS9hw==,game 3,2022-07-14,15.21
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-09-07,15.06
MRcEXu/KG95hsIyJM/816A==,game 3,2022-08-10,12.66
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-19,14.58
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-09,19.47
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-06-06,12.75
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-10-09,31.02
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-03-07,17.46
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-08-14,34.95
mEqQ5vHXzsdrqHAQT3zs+g==,game 3,2022-11-16,12.54
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-08-31,18.39
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-10-27,22.77
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-12-01,14.88
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-07-22,15.87
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-12-12,21.72
mEqQ5vHXzsdrqHAQT3zs+g==,game 3,2022-12-27,14.88
q/Tz1C31XWaBUDrRn2ezDw==,game 3,2022-06-08,21.87
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-07-25,29.76
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-10-21,27.27
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-09-11,30.72
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-14,28.14
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-04-29,23.58
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-08-10,13.65
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-10-27,17.88
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-12-26,13.05
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-12-01,28.59
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-12-29,16.23
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-09-01,20.07
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-06-16,12.84
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-08-25,13.74
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-08-25,16.23
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-04-25,18.39
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-05-07,15.9
lHTzlMgVj6HJZc31yCCDng==,game 3,2022-10-26,25.44
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-07,22.68
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-11-20,17.28
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-11-09,13.74
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,2022-11-20,29.04
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-04-19,21.18
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-09-03,23.31
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-11-04,17.37
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-10-03,16.23
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-26,18.75
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-12-06,13.59
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-10-10,31.44
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-20,35.25
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-11-28,17.64
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-07-29,61.14
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-09-14,12.84
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-10-22,12.21
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-12-16,14.01
SwiAKdzn0b+A4XegM5x0Hw==,game 3,2022-12-28,29.46
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-09-21,16.35
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-08-17,20.34
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-04-06,21.48
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-11-17,21.54
yFNWN0sYyxkSJ+yLRq1WqA==,game 3,2022-11-15,26.25
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-10-14,17.01
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-04,29.04
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-04-26,21.18
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-08-31,32.13
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-08-14,18.42
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-09-28,18.75
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-07-11,38.7
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-03-25,19.95
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-10,14.46
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-11-10,17.61
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-11-08,16.17
crKNTIblJ0113SKEtSJQHw==,game 3,2022-08-10,21.84
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-04-12,20.64
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-03-20,14.7
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-07-16,13.83
zeu++qOqokuGcT0ghN97bQ==,game 3,2022-10-15,19.2
ShEJVi+TtuQlvdw2uetd/Q==,game 3,2022-05-17,27.87
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-09-27,18.12
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-12-01,28.59
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-09-08,15.87
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-04-27,43.14
"9U26VpwYC1aliSUokeNK6A==",game 3,2022-11-26,22.98
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-11-17,22.29
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-05,31.29
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,2022-04-19,16.32
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-05-23,18.06
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-11-30,27.18
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-11-28,12.27
hJC/g1L2PFnPlGoqsvD2/g==,game 3,2022-10-25,15.54
JZddlB04roDQYT2zrRPBcA==,game 3,2022-08-07,12.45
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-09,31.92
K5c4Zypq0/6iQYmv/Dqm5A==,game 3,2022-11-06,18.12
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-06,14.43
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-07-26,24.66
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,2022-10-13,22.89
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-11-11,30.24
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-07-09,24.93
"9I0ppB2UxsJPIO8BpHQfEw==",game 3,2022-11-14,12.81
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-04-19,18.39
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-11-15,15.27
wRHnn4opzbqIBjFFNpBJtw==,game 3,2022-11-20,16.8
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-13,15.33
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-05-19,15.21
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-09-19,12.18
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-31,24.72
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-10-25,22.8
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-05-16,15.51
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-07-03,16.98
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-07-06,18.42
mRT725ZK68AhE3Sk9xH5cw==,game 3,2022-11-12,17.28
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-08-15,16.29
"6NexxpTuLaFmuoksJ0l8rg==",game 3,2022-12-03,24.3
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-28,18.72
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-05-30,13.8
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-19,14.04
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-09-28,12.06
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,2022-09-25,36.84
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-04-25,13.95
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-08-24,12.51
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-08-14,18.75
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-11-02,15.84
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-07-02,30.99
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-06-13,18.66
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-12-22,35.31
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-06-16,28.56
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-09-29,12.12
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-10-07,28.17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-08-23,23.1
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-11-08,13.5
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-09-28,22.2
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-07-16,14.13
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-15,15.18
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-05-05,12.18
K/6KHxREKTlFZXRfBNVNuQ==,game 3,2022-06-29,14.64
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-07-06,29.34
n8oSWohH4Vi8muIgqbRC+Q==,game 3,2022-12-01,26.7
A6QTeGOKjaGkGkRCFqNybw==,game 3,2022-08-03,14.85
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-11-10,28.35
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-07-15,22.5
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-10-21,13.56
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-06-20,20.76
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,2022-03-05,23.04
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-18,30.57
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-12-25,24.27
prNQwR2IPPsvGpFgOpcGaQ==,game 3,2022-03-28,15.66
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-08-29,16.11
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-09-28,18.21
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-03-21,17.13
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-29,13.26
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-05-08,29.91
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-08-12,28.44
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-28,37.05
XE2e8BsmBo72HxABlJmsRw==,game 3,2022-03-27,22.71
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-01,27.54
ilnMSoPJHAYMegDX02XG+w==,game 3,2022-04-19,30.06
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-17,28.8
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-06-02,25.56
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-08-03,16.77
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-12-16,17.52
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-04-17,23.07
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,2022-09-04,23.85
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-08-16,27.45
URpBYMANMt6h5bDmQtNfwg==,game 3,2022-12-06,25.89
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,2022-04-17,16.23
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-15,21.39
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-10-31,12.27
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-09-07,16.95
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-11-20,13.14
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-10-06,18.33
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-07-11,21.51
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-06-28,21.21
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-09,19.08
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-06-17,12.93
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-22,16.62
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-11-25,18.99
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-06-29,30.36
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-21,18.54
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-08-29,17.37
iIytnKqiHLJVVoC/S4HgPQ==,game 3,2022-07-02,12.51
Q6BQCpZ1b6I15evvHZ6xYA==,game 3,2022-10-11,27.18
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-06-05,18.54
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-06-13,18.54
fDgyPW0yy0+9ietMvl0vmA==,game 3,2022-11-15,20.19
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-10-04,23.64
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-08-28,26.82
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-06-29,12.69
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-04-25,29.82
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-10-30,23.1
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-12-06,13.98
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-03-28,13.56
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-06-20,19.47
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-24,30.15
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-05-23,17.97
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-11-06,17.79
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-11-25,19.74
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-10-21,16.29
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-06-08,24.24
ZeMBdi9hmR0vUv+lyZiypQ==,game 3,2022-03-29,13.32
nNZDz4XCOjUv0OfYF+AAGg==,game 3,2022-09-18,23.43
mY631USB1Y3/I1dHNhoEyA==,game 3,2022-12-24,15.9
"9U26VpwYC1aliSUokeNK6A==",game 3,2022-12-05,14.34
urYfKANRgMuaQO9lQnBgnQ==,game 3,2022-07-04,22.35
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-05-13,19.77
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-27,18.42
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-11-12,15.69
MRcEXu/KG95hsIyJM/816A==,game 3,2022-10-16,13.32
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-06-07,29.64
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-11-02,14.4
XqdSNtx2TLDI6FMex45KTw==,game 3,2022-09-05,18.54
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-05-10,27.12
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-08-22,12.03
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-08-25,19.53
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-13,19.2
V1hFT6jms7MK4yi6EFdt6A==,game 3,2022-09-21,14.76
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-12-11,16.89
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-07-26,22.98
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-09-26,18.39
bF11PeUgiQ6ebhHTaDNDJA==,game 3,2022-10-19,18.78
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-07-16,26.01
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-12-28,26.16
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-09-07,16.89
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-10-13,23.1
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-12-29,12.12
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-04,17.16
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-03-07,16.59
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-03-23,24.18
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-12,22.26
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-12-30,12.9
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-12-27,15.15
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-17,15.24
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-09-14,16.35
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-09-21,29.07
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-08-30,30.6
RUjQVs2C+H0ejG0h7x1f5A==,game 3,2022-08-03,22.44
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-12,13.98
"4EiWC2ewiX2A7i9NuBAefQ==",game 3,2022-09-29,18.69
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-05-11,19.65
ORSvkhCut21rsk0cVtJfJA==,game 3,2022-09-15,39.42
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-07-03,24.03
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-05-30,12.15
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-06-19,20.22
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-04,19.29
s27V1tbCAysovKSY1XcdWQ==,game 3,2022-05-10,12.15
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-10-28,14.49
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-11-21,24.39
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-09-23,13.2
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-01,17.94
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-12-08,25.77
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-06-30,17.76
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-06-18,21.84
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-06-01,14.4
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-11,17.04
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-12-01,21.0
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-12-14,16.02
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-06-07,20.01
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-05-28,14.4
omF221BxDxXFh233yUEVeQ==,game 3,2022-12-24,22.8
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-09-13,25.44
HZqx1XVZ1mb7lM9T61x+DA==,game 3,2022-04-15,14.61
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-06-05,14.91
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-10-30,13.68
TamEW7rhOwxDSDgAWZHDnQ==,game 3,2022-11-24,15.18
MJrNeNCAIVBe/OSRGhrelw==,game 3,2022-10-13,15.78
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-04,19.86
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-09-18,15.63
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-04-12,30.27
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-09-12,14.82
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-09,21.63
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-07-21,13.17
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-10-10,58.89
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-05-10,16.41
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-10-28,15.48
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-11-26,22.68
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-09-05,28.47
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-12-12,16.5
J6WNl39fdxaY8ZtvV8wNkw==,game 3,2022-05-06,24.99
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-10-09,20.49
yZ1P1v1eYIbyD5wRy0chGw==,game 3,2022-10-08,17.64
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-10-31,23.1
Sx/MqN31Cxf6tOSLIiDtLg==,game 2,2022-07-06,12.54
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-07-11,19.17
SwiAKdzn0b+A4XegM5x0Hw==,game 3,2022-12-30,23.55
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-09-05,14.94
wA+Rd++M6EKUppqQeb+pTw==,game 3,2022-11-14,18.93
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-06-21,27.99
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-10-05,28.44
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-06-27,26.52
yH7KH2AG/PGgQiNV7uTTGg==,game 3,2022-10-31,19.44
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-04-18,13.74
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-10-25,25.89
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-08-27,27.54
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-03,21.48
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-11-05,18.84
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-10-09,13.83
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-10-04,18.9
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-09-29,31.47
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-08-30,26.61
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-10-01,32.25
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-05-10,22.89
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-12-26,34.71
fDgyPW0yy0+9ietMvl0vmA==,game 3,2022-06-02,19.98
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-12-22,26.73
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,2022-11-18,25.77
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-11-12,23.25
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-09-11,20.91
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-07-03,27.6
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-08-27,17.76
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-06-29,26.28
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-09-16,27.36
A8lK1Lccnv65sGqBkfP2iw==,game 3,2022-12-20,16.08
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-06-18,23.1
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-09-26,14.58
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-26,20.31
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-08-14,21.48
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-11-18,16.44
